date,rainfall_mm,reservoir_m,temp_c,disp_mm
2016-01-01,0.2183639931028577,163.55130722649358,8.494965321265619,2.1623724375773237
2016-01-02,0.33696535596879235,162.29115096846868,8.501532102350966,3.514549208160562
2016-01-03,0.1541855920739475,162.1383554390867,8.021470690680554,4.401051736292993
2016-01-04,0.11044211347423151,162.46455018341047,7.617819312730249,5.2559030774807765
2016-01-05,0.2590129101540213,162.1332549031198,7.351303900411426,6.229390829149901
2016-01-06,0.14116688896416849,161.92034215417823,10.617705907136562,7.258256254342632
2016-01-07,0.18727452769634,161.96940124041097,9.065116269999928,7.975150397193069
2016-01-08,0.02302648343694523,161.81165926928074,7.523898422331876,9.164359674809816
2016-01-09,0.0012219576006846753,161.52324335277441,7.150252408765857,10.402709485471199
2016-01-10,0.05019561914353974,161.12283545273715,9.193219656234653,11.619388724532682
2016-01-11,0.03194207572355167,160.8439223342483,6.570936934560187,12.972652597972239
2016-01-12,0.17136752759923532,159.85768710449,8.492639657210258,14.321344154290026
2016-01-13,0.01892277212833451,159.875698406225,8.475581290282136,15.262707790287704
2016-01-14,0.011550958160782429,160.03392928324115,5.745087733144115,16.22894117827743
2016-01-15,0.0006043110239124043,159.98523698897588,6.7319919985080325,17.38762975481606
2016-01-16,0.0012941775188314174,159.12237444050936,4.311708144463362,18.630340262449266
2016-01-17,0.00012689173093043647,159.24391799488276,8.777935781487477,19.744868715790638
2016-01-18,0.0006020670219773146,159.56060835062104,6.89520605306489,20.85871425290872
2016-01-19,0.0014915910102333084,159.49532751431389,7.193388886228143,22.093618253661425
2016-01-20,0.004438517173627782,158.68458036607305,7.5810047702347525,23.792179626343344
2016-01-21,0.004510073942593946,157.74549659863214,7.55889650901798,24.91384719657807
2016-01-22,0.0036354441029027218,158.11639555373222,7.388538293442833,25.960920141616946
2016-01-23,0.0017145063528667152,157.2206491455082,8.939307227936581,26.779447413778914
2016-01-24,0.054417552583609474,157.88857791120938,9.820536856545784,27.771391956109337
2016-01-25,0.1011430206048055,157.12587842409388,6.63903124023031,29.306057036060732
2016-01-26,0.02148772300558895,157.09494252902815,7.610094501737171,30.569791227157133
2016-01-27,0.04068216245430955,156.64620113484642,8.523102253612048,31.736712810942443
2016-01-28,0.02012580343766816,156.39427744299678,9.086038264263133,32.65685575777287
2016-01-29,0.050857234534295595,156.73412439456754,7.460054594150274,33.877402375230496
2016-01-30,0.009618491109102307,155.45163477626957,6.753924256050585,34.722889623750454
2016-01-31,0.04618752736309114,155.6569406223965,8.281118508301091,35.47698271954241
2016-02-01,0.03204338450075355,155.81410710658315,5.741363229790135,36.472194965815326
2016-02-02,0.07970442575901142,155.64607977043133,6.9402138351041325,37.95717831515325
2016-02-03,0.21327405822789178,154.88171394488305,7.726620190440319,39.22669849336018
2016-02-04,0.13278566791929414,154.27199479229083,9.407284367034286,40.56363584712954
2016-02-05,0.18017971970683558,154.08948804703192,10.33137639606797,41.43107085022403
2016-02-06,0.28925271861615165,154.27128771061354,8.822501679350932,42.348094581436754
2016-02-07,177.07624534964515,153.98014589886193,9.695875847636975,44.756517133635555
2016-02-08,0.26613395810858004,153.63683872284588,6.656816176211814,46.66768955844247
2016-02-09,0.19989772794386346,153.87197032382252,7.309694259847495,48.64512997257732
2016-02-10,0.5508062510519602,153.16387502711433,7.612041208221636,51.180375907568504
2016-02-11,0.04757231753242403,152.55681139241062,8.764444808394796,53.30476190696768
2016-02-12,1.4810146750207465,152.41906797450574,8.142288473940777,55.409133525042975
2016-02-13,0.0056459298701285535,152.16952397817465,7.236307946706614,57.42511747026321
2016-02-14,2.723049852828963,152.07420327510977,3.0055748587936293,59.03830636153266
2016-02-15,0.08606684124938768,152.1594645418482,8.88524397993442,60.94452360166691
2016-02-16,1.6275525562767674,151.5869932936694,7.905776186920228,62.88320374568203
2016-02-17,0.452786954115958,151.38899875609397,11.086811415843771,64.70482351048763
2016-02-18,1.312745421292607,151.4136639838772,10.43992205976173,66.31901509862524
2016-02-19,0.22557822098513894,150.83563643897355,11.40366655686533,67.5910165704777
2016-02-20,0.4806971427464198,152.04316603356713,5.811559082329876,69.16240433041244
2016-02-21,0.02914649218166374,151.01006692810344,10.261909850188413,70.89848188931774
2016-02-22,0.9216534967706312,151.22060820132867,9.856828688082683,72.46561465522313
2016-02-23,1.3362603281798382,150.02679893443678,9.800572956090006,73.82682471649863
2016-02-24,1.5910090695272163,150.35549563633916,10.512312389761547,75.00737913601891
2016-02-25,3.339727202798149,150.17872434844023,10.559927961916964,76.30531553961038
2016-02-26,2.3464944687609295,150.28064541679836,9.205028500093103,77.79431838347435
2016-02-27,0.4848289146993619,149.63376759417045,9.647200986874672,79.84495480640852
2016-02-28,5.064830175529079,148.70746835306358,8.284988199815821,81.06454696527312
2016-02-29,0.3654963384270458,149.26633663954513,10.889221141001197,82.15671039361621
2016-03-01,3.421752174054254,148.96711074515895,10.04789180855731,83.68429070258127
2016-03-02,0.16612609908595344,148.58396590144022,10.906176418365282,85.13221501827539
2016-03-03,1.3627190477842352,148.13428676924516,11.604953401207013,86.15918593916903
2016-03-04,2.85528725478758,149.0736227224456,8.026206772552335,87.4176535081162
2016-03-05,0.5187967600305686,148.57724098190027,11.065958109152696,88.72541656294226
2016-03-06,3.184879968062236,148.31200405040263,10.674903083822354,89.85691803149112
2016-03-07,6.643225169095935,147.84993009038672,9.596612521409087,91.25468348084665
2016-03-08,1.4978742386742219,147.96511792267046,10.528491051878508,92.35069623015876
2016-03-09,3.9866576274376344,148.4853775140287,13.88180082810915,93.43195131258133
2016-03-10,0.9998952981089482,148.36273125876832,9.831139108499828,94.83272411932248
2016-03-11,0.07195622268217491,147.47035910364264,10.01497431380741,96.49502110033504
2016-03-12,1.1058313873955736,146.86879917332317,11.596166824979452,97.7797903968654
2016-03-13,0.015127676436828302,146.82326202846815,11.370216075081968,99.0140570902479
2016-03-14,0.15536706452087437,147.17446539964317,11.697121846812303,100.18568587916069
2016-03-15,0.6924603084353892,147.18781175219402,13.193190618385323,101.48504808089113
2016-03-16,8.06411681111704,147.07526659073346,13.752736305123161,102.52150206131707
2016-03-17,5.557094317147945,147.29098634651078,11.10082396117941,103.78256440231742
2016-03-18,1.1825047322352424,146.64756555190402,9.946949334741802,105.11329220363595
2016-03-19,1.7640376168352623,146.77030007943566,11.844743750372213,106.23614040551412
2016-03-20,0.7907413498884011,146.1733531452839,15.072876013722121,107.54094892794987
2016-03-21,6.704405331218244,146.53359987556146,14.336673634129623,108.3865952674668
2016-03-22,1.1543882726669434,146.25919807574036,16.166410077253712,109.21923045714479
2016-03-23,7.049785485023352,146.59726254698268,15.769087603518308,110.37956963722608
2016-03-24,3.5095111121546227,145.85961938954225,13.209249365674923,111.714939113488
2016-03-25,9.318668416285488,145.39857420861375,15.693097034953293,112.71007163789784
2016-03-26,39.38228796252905,146.1370006422323,12.468919463545385,114.69441368619526
2016-03-27,0.43579398137501213,144.68933839639843,15.275826954296216,116.06527674642159
2016-03-28,4.485990624648376,145.63728016557755,13.293844323098977,117.49119857558135
2016-03-29,1.6805426484630652,145.94267793564325,16.274609553644446,119.35028202011556
2016-03-30,2.962434663613095,144.96968075431502,14.693266441259144,121.02206458431314
2016-03-31,0.6993866031628996,145.18477330273615,13.320768338000025,122.32729081363965
2016-04-01,2.761760192942817,146.46313298436738,13.697364426353381,123.65294368080193
2016-04-02,18.335289364422202,145.17265867904405,16.638100453215827,125.51570152719566
2016-04-03,0.016429120541909974,145.48705575168887,16.52413123054037,126.76861414474544
2016-04-04,18.19028052305336,145.46219203450514,15.975752049946541,128.56199141021156
2016-04-05,1.4705006265642737,144.98481399201373,17.359894524463893,130.1029834945218
2016-04-06,4.847369391861367,145.14530363418723,18.441069441201954,131.39411260151488
2016-04-07,3.7201158313484526,145.2008361910154,15.824803942842381,132.63306430717807
2016-04-08,16.678870238282617,145.6668275292867,14.137243605130784,134.4398952690082
2016-04-09,3.046414356630746,144.45587831132934,18.310222390627324,135.78221734232014
2016-04-10,0.777454406174972,145.25043507346058,16.264221730349472,137.22780997345387
2016-04-11,0.24534007430093796,144.7824756462071,15.766332118010723,138.58146214563226
2016-04-12,10.814366014107424,145.448883867118,17.354499903104333,140.00535980950607
2016-04-13,13.224616343120468,144.83237899412572,19.24976445133531,141.3971920467517
2016-04-14,13.664430109121739,144.7473733042265,15.097951606538496,142.9577901417735
2016-04-15,0.3146514567589509,144.9021872777809,19.970272903089512,144.60306211726564
2016-04-16,11.412938363106118,144.9190203020304,19.728608598321348,146.1258986246637
2016-04-17,3.4998653863654137,145.39477562297373,18.639282708310294,147.60852818568188
2016-04-18,6.114345205508367,144.9564272011041,18.154298436771292,149.14857703335082
2016-04-19,6.965349087382273,144.9361038832352,17.46677595879468,150.7055173985452
2016-04-20,3.8125702434297293,144.72567067774244,19.851366014181785,151.856522482122
2016-04-21,0.45115783984740093,145.2287813692524,17.02868246367989,153.2609948452639
2016-04-22,1.094211965344532,144.9557761344939,16.09150074751441,154.82385189082882
2016-04-23,3.7712377948468627,145.46573672225438,20.16031311576934,156.12333970525606
2016-04-24,193.2291086649919,145.08321145891264,21.141486432912764,158.99652731539857
2016-04-25,10.25631219081418,145.2439068788772,18.134309726750548,161.52392725653073
2016-04-26,10.880583676971147,145.29964918772023,19.232889306832448,164.13080231770448
2016-04-27,6.668335078716359,145.85769800750705,20.85815926271289,166.71198223898713
2016-04-28,0.33994113630600925,144.42140782559187,21.54414113405809,169.04174552280512
2016-04-29,2.8594371587511698,145.7549087537297,19.619431469549447,171.46969783420437
2016-04-30,39.67458051267865,145.92594032916566,20.856701795476994,173.79245549865817
2016-05-01,4.196270114425618,145.71236962354314,22.395656853706075,176.33862075532616
2016-05-02,8.410544520224162,145.46347311965022,18.12510485565122,178.96360746006084
2016-05-03,11.420140342079048,145.6378559750014,21.966169927831746,181.28720999943164
2016-05-04,11.469590452709992,145.75312985155892,20.245735325078684,183.87176729951776
2016-05-05,2.88055251679637,145.6485301287556,21.287086944525612,185.97115592737467
2016-05-06,5.3414361577453136,145.90429919497376,22.31640099431352,187.90159062019646
2016-05-07,10.034246698329898,145.87370215017114,20.906556185654317,189.83530087308685
2016-05-08,0.9043244838969121,146.2604917284274,19.680545849780128,191.7371542122771
2016-05-09,13.294931170821537,146.52029253495064,21.48146146495192,193.8399544508242
2016-05-10,14.630696924975929,146.05551789498455,23.33015285802155,196.09335540569722
2016-05-11,33.66940486742556,145.82729151292523,22.441729591216895,198.2522614694062
2016-05-12,5.096984497243344,147.09284651309423,21.786471016059632,200.33096816657613
2016-05-13,20.595463769750463,146.6528730550404,20.978304794535543,202.60961044657944
2016-05-14,16.556368351936687,147.18471821594707,23.216833593559922,204.86906324107127
2016-05-15,2.442839395384988,146.97409344709743,22.503902365882528,207.3612438042461
2016-05-16,6.548898694805914,146.81490994003136,23.74988734366309,209.38998052023976
2016-05-17,3.6817594800235836,147.5106146691824,22.476121503391102,211.52251606222694
2016-05-18,4.972044620786295,147.23240816702878,24.006677303976293,213.18816354307725
2016-05-19,4.212453414884129,147.4587153033515,25.158004842132822,215.1631921057173
2016-05-20,0.8927372226441891,146.99203212529162,22.105502355164436,217.086149167195
2016-05-21,9.683770022933373,147.14445211471963,25.03670799292065,218.81627022662923
2016-05-22,20.718679774134984,148.57217905241038,22.22961194182942,220.5399082712803
2016-05-23,0.2651408527946168,147.9436812220403,24.840548106472287,222.52028373361506
2016-05-24,7.035220304728211,148.15960163651286,21.588509177379866,224.2695041153534
2016-05-25,6.337389998499325,148.4165558968477,22.767316004382373,225.8745249205525
2016-05-26,60.872342103568904,148.86738687320886,21.69992266122025,228.45533478965012
2016-05-27,1.3970947781192788,147.77743290916766,24.924594981426953,230.36796574866486
2016-05-28,12.754790465299854,150.36334078056,24.03220034570315,232.33094375378712
2016-05-29,7.778622371332992,149.36667328525232,21.664983125439008,234.23381245940814
2016-05-30,11.901380048758954,150.15587577730892,24.80254837085666,236.45786490571757
2016-05-31,1.6415559919113212,148.80327603326498,23.76015283956378,238.5969122133903
2016-06-01,7.400673226151541,149.74296678557286,26.631638923326072,240.52441468528343
2016-06-02,22.888561538844378,149.6613045112355,24.081895478791186,242.48309870964013
2016-06-03,11.175238016846846,150.4150567248208,23.99625721508196,244.46129349976422
2016-06-04,1.529420828349355,150.6008596147489,25.310034956423227,246.30792877325882
2016-06-05,3.881468382514499,150.31782228508158,24.031266400914422,248.00203278756302
2016-06-06,6.518626416669746,150.7354617575694,26.735664373416043,249.70055258031218
2016-06-07,1.4339848712436147,150.84311705934346,22.507151488824583,251.2813407522617
2016-06-08,15.533402473640553,151.84348553531828,29.15841919624089,252.91936561710784
