date,node_id,x,y,rainfall_mm,reservoir_m,temp_c,disp_mm
2016-01-01,GNSS-01,191.0885061964363,171.48085531751386,0.20466131336073312,163.46803145177276,5.441323641749404,1.9337832818213088
2016-01-02,GNSS-01,191.0885061964363,171.48085531751386,1.3539820197266998,162.61896072389595,7.3379068592847,3.2145296240341725
2016-01-03,GNSS-01,191.0885061964363,171.48085531751386,0.1955495947990262,163.1292947857917,6.540270693769747,4.35425863108409
2016-01-04,GNSS-01,191.0885061964363,171.48085531751386,0.1711297112538276,162.6678776148946,6.974810057943948,6.0230779320913275
2016-01-05,GNSS-01,191.0885061964363,171.48085531751386,0.015051895841859142,161.9508424695073,7.67672349701951,7.187134155249801
2016-01-06,GNSS-01,191.0885061964363,171.48085531751386,0.0758249906806826,162.46656233100248,6.563805020312576,8.46903636598366
2016-01-07,GNSS-01,191.0885061964363,171.48085531751386,0.05580741339663597,161.58616535732253,8.173311734019542,10.399477411091263
2016-01-08,GNSS-01,191.0885061964363,171.48085531751386,0.216863578864015,160.9614274927126,7.804107122881175,11.698165430175738
2016-01-09,GNSS-01,191.0885061964363,171.48085531751386,0.047813907534753834,161.21645323143443,6.108570133037663,12.731704809916298
2016-01-10,GNSS-01,191.0885061964363,171.48085531751386,0.03989735511031902,161.0712255636193,9.445750238183379,13.840421151751656
2016-01-11,GNSS-01,191.0885061964363,171.48085531751386,0.015543632099635604,161.0220575305375,7.1110366744784645,15.004958826170894
2016-01-12,GNSS-01,191.0885061964363,171.48085531751386,0.005429384072378732,160.3955846797361,5.5589722334665,15.853751177036877
2016-01-13,GNSS-01,191.0885061964363,171.48085531751386,0.0011480108842599787,160.63838347835363,9.278020012839605,16.67589865961946
2016-01-14,GNSS-01,191.0885061964363,171.48085531751386,0.015789564778287715,160.10196679380368,9.351534348521657,18.31082008002818
2016-01-15,GNSS-01,191.0885061964363,171.48085531751386,0.011251999855772599,159.38864948153406,7.986274319723575,19.783992567553152
2016-01-16,GNSS-01,191.0885061964363,171.48085531751386,0.0006703257716852193,159.3475616898691,10.559231677607247,20.87869397666663
2016-01-17,GNSS-01,191.0885061964363,171.48085531751386,0.00011294376180991607,159.74462923107447,5.946802616925121,22.609117402209016
2016-01-18,GNSS-01,191.0885061964363,171.48085531751386,145.739711562357,158.18216203575176,8.641752459883818,25.371794329180318
2016-01-19,GNSS-01,191.0885061964363,171.48085531751386,0.0008680289837607567,159.1519144291575,5.25512853824488,27.668037809059083
2016-01-20,GNSS-01,191.0885061964363,171.48085531751386,0.000386167979881266,158.1196599993431,9.601368393290421,30.21197240755531
2016-01-21,GNSS-01,191.0885061964363,171.48085531751386,0.003117577843217008,158.47706412592444,8.225102303845418,32.59154072350249
2016-01-22,GNSS-01,191.0885061964363,171.48085531751386,0.003100746200735071,157.6936184160677,8.724370320925958,34.83201814961841
2016-01-23,GNSS-01,191.0885061964363,171.48085531751386,0.010087837343508889,157.97256696735775,6.025645777126266,36.69042414919022
2016-01-24,GNSS-01,191.0885061964363,171.48085531751386,0.03328629141442653,157.64677305949564,7.2859620768085085,39.27759651951439
2016-01-25,GNSS-01,191.0885061964363,171.48085531751386,0.024540373062152277,156.37781403720507,7.497258921933819,41.66901442655383
2016-01-26,GNSS-01,191.0885061964363,171.48085531751386,0.03829119195259432,156.1563756008627,7.31381176822664,43.405298852446414
2016-01-27,GNSS-01,191.0885061964363,171.48085531751386,0.06914633449316622,156.43663919393032,7.628899802912149,45.376577755822
2016-01-28,GNSS-01,191.0885061964363,171.48085531751386,0.12871500305005001,155.9002428224572,8.89070627986935,47.39733271838494
2016-01-29,GNSS-01,191.0885061964363,171.48085531751386,0.07676501635609903,155.68661009429525,10.0552878467579,48.84294057456251
2016-01-30,GNSS-01,191.0885061964363,171.48085531751386,0.06223326400065351,156.17698422167092,9.800968611949973,50.37332935915103
2016-01-31,GNSS-01,191.0885061964363,171.48085531751386,0.18344503228212686,155.3900684981611,8.982326379434214,52.28764618256721
2016-02-01,GNSS-01,191.0885061964363,171.48085531751386,0.016824768490011147,155.08844220326438,6.227622662693731,54.00560115636622
2016-02-02,GNSS-01,191.0885061964363,171.48085531751386,0.5527759559565532,154.90590376496797,7.724766266399442,55.815081584110025
2016-02-03,GNSS-01,191.0885061964363,171.48085531751386,0.0022122504558323266,154.4306704246769,5.707976652304785,57.49638929667155
2016-02-04,GNSS-01,191.0885061964363,171.48085531751386,1.115077467497729,154.41102195728652,8.686748880790324,59.24271346412351
2016-02-05,GNSS-01,191.0885061964363,171.48085531751386,0.036689732753749114,154.03696158260607,10.772972326562694,60.965089533966044
2016-02-06,GNSS-01,191.0885061964363,171.48085531751386,0.7198326155310413,154.8267515901783,9.264410879246515,62.514886597746056
2016-02-07,GNSS-01,191.0885061964363,171.48085531751386,0.20715230776848206,154.45830301611167,9.132755227579903,64.59299757691569
2016-02-08,GNSS-01,191.0885061964363,171.48085531751386,0.6196419831254815,153.71385239605527,8.651312011221606,66.2178043096811
2016-02-09,GNSS-01,191.0885061964363,171.48085531751386,0.10960158815564175,153.92995632729406,7.690631677758941,67.66958610251085
2016-02-10,GNSS-01,191.0885061964363,171.48085531751386,0.23991425311250592,153.49014796198315,11.632732312130242,69.59383374373996
2016-02-11,GNSS-01,191.0885061964363,171.48085531751386,0.014915433813981954,152.919235381255,10.557826843783625,71.32788930047624
2016-02-12,GNSS-01,191.0885061964363,171.48085531751386,0.4827967695553664,152.75106994408227,8.126469083453067,72.91446927280842
2016-02-13,GNSS-01,191.0885061964363,171.48085531751386,0.7154639024938309,152.47771674452622,8.32470553975824,74.17073562620504
2016-02-14,GNSS-01,191.0885061964363,171.48085531751386,0.8695287645212884,152.99303952697113,8.045244372150325,75.37513596947912
2016-02-15,GNSS-01,191.0885061964363,171.48085531751386,1.8608258275801868,152.49646682876372,10.446077961467886,77.10985976578817
2016-02-16,GNSS-01,191.0885061964363,171.48085531751386,1.3314169730475827,151.71999691732688,8.773491489982472,78.79784727141676
2016-02-17,GNSS-01,191.0885061964363,171.48085531751386,0.27986032079338213,151.25975713862223,8.541153200603096,80.4191700617212
2016-02-18,GNSS-01,191.0885061964363,171.48085531751386,2.971472300868529,151.08009799054372,12.537784123395284,81.6336314424134
2016-02-19,GNSS-01,191.0885061964363,171.48085531751386,0.2177572972972883,151.2873716258147,8.98701731545232,82.77672969270078
2016-02-20,GNSS-01,191.0885061964363,171.48085531751386,2.0686149783582337,151.2414334890665,11.38143903097122,84.30522940039603
2016-02-21,GNSS-01,191.0885061964363,171.48085531751386,0.10183462997314907,150.9554318513095,8.081096858612739,86.07166580432416
2016-02-22,GNSS-01,191.0885061964363,171.48085531751386,0.8464462698017583,150.27037961653332,9.422141217735431,87.435953744997
2016-02-23,GNSS-01,191.0885061964363,171.48085531751386,1.7960100223186608,150.5089770680485,9.63526619609392,88.60134194092792
2016-02-24,GNSS-01,191.0885061964363,171.48085531751386,0.3302721411560201,150.54484458753063,11.61642096206982,90.32522385092567
2016-02-25,GNSS-01,191.0885061964363,171.48085531751386,2.0509305225995247,149.20956927517935,9.58099741470664,92.02957793310505
2016-02-26,GNSS-01,191.0885061964363,171.48085531751386,4.325172965447025,149.40915870094395,12.31960487054116,93.12878237077582
2016-02-27,GNSS-01,191.0885061964363,171.48085531751386,0.9855177892183161,149.21406027491523,9.758315803196462,94.29194045658967
2016-02-28,GNSS-01,191.0885061964363,171.48085531751386,2.6495609746140896,149.25417567172482,10.202541006555476,95.5357602172172
