100, 0, -12.1127
0, 0, 6.2646
-20, 0, 1.12104e-44
-20, -20, 200
100, -20, 192.7815
100, 20, -217.1599
23.8, 20, -71.04
98.9247, 0, -10.6953
97.8495, 0, -9.07634
96.7742, 0, -7.51252
95.6989, 0, -5.91787
94.6237, 0, -4.35947
93.5484, 0, -2.98211
92.4731, 0, -1.93225
91.3979, 0, -1.2797
90.3226, 0, -1.27942
89.2473, 0, 0.925532
88.172, 0, 3.47952
87.0968, 0, 5.32545
86.0215, 0, 6.95855
84.9462, 0, 8.3361
83.871, 0, 9.55138
82.7957, 0, 10.8145
81.7204, 0, 12.8261
80.6452, 0, 16.302
79.5699, 0, 17.7179
78.4946, 0, 15.0455
77.4194, 0, 13.592
76.3441, 0, 12.935
75.2688, 0, 12.4563
74.1936, 0, 12.0828
73.1183, 0, 11.8897
72.043, 0, 12.0071
70.9677, 0, 12.5179
69.8925, 0, 12.6676
68.8172, 0, 11.5763
67.7419, 0, 10.441
66.6667, 0, 9.67732
65.5914, 0, 9.18854
64.5161, 0, 8.86459
63.4409, 0, 8.65338
62.3656, 0, 8.67918
61.2903, 0, 9.57511
60.2151, 0, 11.1522
59.1398, 0, 10.1349
58.0645, 0, 8.35624
56.9892, 0, 7.62511
55.914, 0, 7.40824
54.8387, 0, 7.32982
53.7634, 0, 7.38388
52.6882, 0, 7.7313
51.6129, 0, 8.90248
50.5376, 0, 11.3348
49.4624, 0, 10.9792
48.3871, 0, 8.12356
47.3118, 0, 6.67262
46.2366, 0, 6.02422
45.1613, 0, 5.62974
44.086, 0, 5.29969
43.0108, 0, 4.96566
41.9355, 0, 4.74525
40.8602, 0, 4.6638
39.7849, 0, 4.51956
38.7097, 0, 5.44604
37.6344, 0, 6.36748
36.5591, 0, 7.51785
35.4839, 0, 8.66661
34.4086, 0, 9.7758
33.3333, 0, 10.9046
32.2581, 0, 12.2144
31.1828, 0, 14.0297
30.1075, 0, 16.069
29.0323, 0, 15.6213
27.957, 0, 15.1878
26.8817, 0, 15.3589
25.8065, 0, 15.7235
24.7312, 0, 16.0953
23.6559, 0, 16.3832
22.5806, 0, 16.4801
21.5054, 0, 16.224
20.4301, 0, 15.5335
19.3548, 0, 15.8973
18.2796, 0, 16.8663
17.2043, 0, 17.4891
16.129, 0, 17.798
15.0538, 0, 17.9186
13.9785, 0, 17.9292
12.9032, 0, 17.8837
11.828, 0, 17.8773
10.7527, 0, 18.3431
9.67742, 0, 20.9904
8.60215, 0, 19.1447
7.52688, 0, 19.0158
6.45161, 0, 19.3471
5.37634, 0, 20.0403
4.30108, 0, 16.4659
3.22581, 0, 18.2293
2.15054, 0, 14.6691
1.07527, 0, 13.1796
-1.05263, 0, 11.4922
-2.10526, 0, 12.1557
-3.15789, 0, 11.5741
-4.21053, 0, 10.4696
-5.2632, 0, 9.0477
-6.3158, 0, 7.3778
-7.3684, 0, 5.5018
-8.4211, 0, 3.4479
-9.4737, 0, 1.2129
-10.5263, 0, 0.251454
-11.5789, 0, 0.602292
-12.6316, 0, 0.806989
-13.6842, 0, 0.901729
-14.7368, 0, 0.908786
-15.7895, 0, 0.842662
-16.8421, 0, 0.713431
-17.8947, 0, 0.527985
-18.9474, 0, 0.29071
-20, -1, 9.5
-20, -2, 19
-20, -3, 28.5
-20, -4, 38
-20, -5, 47.5
-20, -6, 57
-20, -7, 66.5
-20, -8, 76
-20, -9, 85.5
-20, -10, 100
-20, -11, 114.5
-20, -12, 124
-20, -13, 133.5
-20, -14, 143
-20, -15, 152.5
-20, -16, 162
-20, -17, 171.5
-20, -18, 181
-20, -19, 190.5
-18.92857, -20, 200.3533
-17.85714, -20, 200.7067
-16.78572, -20, 201.06
-15.71429, -20, 201.4133
-14.64286, -20, 201.7667
-13.57143, -20, 202.12
-12.5, -20, 202.4733
-11.42857, -20, 202.8267
-10.35714, -20, 203.18
-9.285714, -20, 203.5154
-8.214286, -20, 203.8418
-7.142857, -20, 204.1682
-6.071429, -20, 204.4946
-5, -20, 204.821
-3.928571, -20, 205.1474
-2.857143, -20, 205.4738
-1.785714, -20, 205.8002
-0.7142857, -20, 206.1266
0.3571429, -20, 206.9991
1.428571, -20, 207.713
2.5, -20, 207.5626
3.571429, -20, 208.1606
4.642857, -20, 208.9004
5.714286, -20, 209.2468
6.785714, -20, 209.2303
7.857143, -20, 209.2138
8.928572, -20, 209.1973
10, -20, 209.1808
11.07143, -20, 209.4204
12.14286, -20, 209.6601
13.21429, -20, 209.8997
14.28571, -20, 210.1393
15.35714, -20, 210.3789
16.42857, -20, 210.6185
17.5, -20, 210.8582
18.57143, -20, 211.0978
19.64286, -20, 211.3374
20.71428, -20, 211.3848
21.78572, -20, 211.3361
22.85714, -20, 211.2873
23.92857, -20, 211.2386
25, -20, 211.1899
26.07143, -20, 211.1411
27.14286, -20, 211.0924
28.21428, -20, 211.0437
29.28572, -20, 210.9949
30.35714, -20, 210.9028
31.42857, -20, 210.7238
32.5, -20, 210.5449
33.57143, -20, 210.3659
34.64286, -20, 210.187
35.71429, -20, 210.008
36.78571, -20, 209.829
37.85714, -20, 209.6501
38.92857, -20, 209.4711
40, -20, 209.2922
41.07143, -20, 209.1615
42.14286, -20, 209.0308
43.21429, -20, 208.9001
44.28571, -20, 208.7695
45.35714, -20, 208.6388
46.42857, -20, 208.5081
47.5, -20, 208.3774
48.57143, -20, 208.2468
49.64286, -20, 208.1161
50.71429, -20, 208.0596
51.78571, -20, 208.0402
52.85714, -20, 208.0207
53.92857, -20, 208.0013
55, -20, 207.9819
56.07143, -20, 207.9625
57.14286, -20, 207.943
58.21429, -20, 207.9236
59.28571, -20, 207.9042
60.35714, -20, 207.8101
61.42857, -20, 207.5665
62.5, -20, 207.323
63.57143, -20, 207.0794
64.64286, -20, 206.8359
65.71429, -20, 206.5923
66.78571, -20, 206.3488
67.85714, -20, 206.1052
68.92857, -20, 205.8617
70, -20, 205.6181
71.07143, -20, 205.3565
72.14286, -20, 205.0949
73.21429, -20, 204.8333
74.28571, -20, 204.5718
75.35714, -20, 204.3102
76.42857, -20, 204.0486
77.5, -20, 203.787
78.57143, -20, 203.5254
79.64286, -20, 203.2638
80.71429, -20, 203.0555
81.78571, -20, 202.8739
82.85714, -20, 202.6922
83.92857, -20, 202.5106
85, -20, 202.329
86.07143, -20, 202.1474
87.14286, -20, 201.9658
88.21429, -20, 201.7841
89.28571, -20, 201.6025
