100.0, 0.0, -2.99154801358e-40
0.0, 0.0, -4.92065227072e-38
-20.0, 0.0, 0.0
-20.0, -20.0, 200.0
100.0, -20.0, 200.0
100.0, 20.0, -200.0
23.7999992, 20.0, -36.8462715149
98.9247284, 0.0, 0.36179536581
97.8494644, 0.0, 0.717744588852
96.7741928, 0.0, 1.06256866455
95.6989212, 0.0, 1.39136123657
94.6236572, 0.0, 1.69989943504
93.5483856, 0.0, 1.98496961594
92.4731216, 0.0, 2.24461007118
91.39785, 0.0, 2.47826457024
90.3225784, 0.0, 2.68666410446
89.2473145, 0.0, 2.87141156197
88.1720428, 0.0, 3.03446984291
87.0967712, 0.0, 3.1778409481
86.0215073, 0.0, 3.30348920822
84.9462357, 0.0, 3.41333150864
83.8709641, 0.0, 3.50920176506
82.7957001, 0.0, 3.59281563759
81.7204285, 0.0, 3.66574573517
80.6451645, 0.0, 3.72940468788
79.5698929, 0.0, 3.78504419327
78.4946213, 0.0, 3.83375740051
77.4193573, 0.0, 3.87649416924
76.3440857, 0.0, 3.91407871246
75.2688141, 0.0, 3.94722175598
74.1935501, 0.0, 3.9765355587
73.1182785, 0.0, 4.00254535675
72.0430145, 0.0, 4.02570152283
70.9677429, 0.0, 4.04639291763
69.8924713, 0.0, 4.06495285034
68.8172073, 0.0, 4.08166837692
67.7419357, 0.0, 4.0967874527
66.6666641, 0.0, 4.11052465439
65.5914001, 0.0, 4.12306594849
64.5161285, 0.0, 4.13457393646
63.4408607, 0.0, 4.14519071579
62.365593, 0.0, 4.15504264832
61.2903214, 0.0, 4.16424226761
60.2150536, 0.0, 4.17288970947
59.1397858, 0.0, 4.18107652664
58.064518, 0.0, 4.18888616562
56.9892464, 0.0, 4.1963968277
55.9139786, 0.0, 4.20368146896
54.8387108, 0.0, 4.21080875397
53.7634392, 0.0, 4.21784639359
52.6881714, 0.0, 4.22486019135
51.6129036, 0.0, 4.2319149971
50.5376358, 0.0, 4.23907804489
49.4623642, 0.0, 4.24641656876
48.3870964, 0.0, 4.25400161743
