100, 0, -2.02722
0, 0, 4.2946
-20, 0, -1.26117e-44
-20, -20, 200
100, -20, 201.1025
100, 20, -202.0589
23.8, 20, -148.5534
98.9247, 0, -2.92779
97.8495, 0, -3.55955
96.7742, 0, -3.76986
95.6989, 0, -3.82639
94.6237, 0, -3.8163
93.5484, 0, -3.79093
92.4731, 0, -3.84539
91.3979, 0, -4.27982
90.3226, 0, -5.30909
89.2473, 0, -4.78135
88.172, 0, -3.64488
87.0968, 0, -3.03585
86.0215, 0, -2.68801
84.9462, 0, -2.39502
83.871, 0, -2.10876
82.7957, 0, -1.83143
81.7204, 0, -1.64991
80.6452, 0, -1.53854
79.5699, 0, -1.35513
78.4946, 0, -1.26425
77.4194, 0, -1.30442
76.3441, 0, -1.45143
75.2688, 0, -1.59364
74.1936, 0, -1.70157
73.1183, 0, -1.77168
72.043, 0, -1.83673
70.9677, 0, -1.90722
69.8925, 0, -1.94388
68.8172, 0, -2.01935
67.7419, 0, -2.07031
66.6667, 0, -2.14041
65.5914, 0, -2.18825
64.5161, 0, -2.19593
63.4409, 0, -2.16941
62.3656, 0, -2.13742
61.2903, 0, -2.17383
60.2151, 0, -2.24655
59.1398, 0, -2.12648
58.0645, 0, -1.90998
56.9892, 0, -1.7375
55.914, 0, -1.59213
54.8387, 0, -1.43304
53.7634, 0, -1.26387
52.6882, 0, -1.11371
51.6129, 0, -1.08912
50.5376, 0, -1.26217
49.4624, 0, -1.15511
48.3871, 0, -0.768576
47.3118, 0, -0.576521
46.2366, 0, -0.497895
45.1613, 0, -0.439583
44.086, 0, -0.383678
43.0108, 0, -0.332726
41.9355, 0, -0.307856
40.8602, 0, -0.307747
39.7849, 0, -0.210801
38.7097, 0, 0.0247388
37.6344, 0, 0.167397
36.5591, 0, 0.282823
35.4839, 0, 0.403754
34.4086, 0, 0.541372
33.3333, 0, 0.711669
32.2581, 0, 0.964348
31.1828, 0, 1.44365
30.1075, 0, 2.07013
29.0323, 0, 1.86318
27.957, 0, 1.62563
26.8817, 0, 1.67101
25.8065, 0, 1.82337
24.7312, 0, 2.00604
23.6559, 0, 2.1887
22.5806, 0, 2.35117
21.5054, 0, 2.48735
20.4301, 0, 2.81556
19.3548, 0, 2.71328
18.2796, 0, 2.57562
17.2043, 0, 2.58176
16.129, 0, 2.55073
15.0538, 0, 2.49028
13.9785, 0, 2.41161
12.9032, 0, 2.32331
11.828, 0, 2.21852
10.7527, 0, 2.03709
9.6774, 0, 2.8811
8.6022, 0, 1.9905
7.5269, 0, 1.8721
6.4516, 0, 1.9101
5.3763, 0, 2.595
4.3011, 0, 0.44339
3.2258, 0, 2.5889
2.1505, 0, 0.69831
1.0753, 0, 1.4925
-1.0526, 0, 5.3991
-2.1053, 0, 5.3339
-3.1579, 0, 4.9507
-4.2105, 0, 4.3744
-5.2632, 0, 3.693
-6.3158, 0, 2.9558
-7.3684, 0, 2.1747
